age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
19, Private,162954, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,30, United-States
25, Private,211531, 12th,8, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States
20, ?,323309, HS-grad,9, Never-married, ?, Own-child, Other, Male,0,0,60, South
33, ?,32207, HS-grad,9, Divorced, ?, Not-in-family, White, Male,0,0,75, United-States
67, Local-gov,31924, Some-college,10, Widowed, Other-service, Not-in-family, White, Female,2964,0,41, United-States
56, Local-gov,203250, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
40, Self-emp-inc,189941, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,60, United-States
59, Self-emp-inc,165695, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States
51, Local-gov,252029, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States
45, Private,179048, 12th,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, ?
24, Private,116788, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
37, Federal-gov,239409, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
38, Private,452353, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
21, Private,110677, Some-college,10, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,30, United-States
18, Private,416541, 9th,5, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States
20, Private,346341, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, ?
42, State-gov,184527, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, United-States
49, Private,174426, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States
63, Self-emp-not-inc,326903, 1st-4th,2, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States
74, ?,41737, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,2149,30, United-States
33, Private,158438, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
30, Private,97723, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States
25, Private,250038, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
37, State-gov,159491, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States
33, Private,89360, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,5178,0,55, United-States
33, Private,174215, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States
44, Private,406734, Masters,14, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
32, Private,258406, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico
23, Private,215616, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States
51, Self-emp-inc,98980, HS-grad,9, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,99, United-States
42, Self-emp-inc,240628, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States
23, Private,115458, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
37, Private,73199, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States
47, Private,209146, Masters,14, Divorced, Sales, Not-in-family, White, Male,27828,0,40, United-States
23, Self-emp-inc,216889, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States
50, Federal-gov,193116, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
24, Local-gov,115222, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,10520,0,40, United-States
34, Private,209691, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,66, United-States
44, Private,213934, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2829,0,42, United-States
19, State-gov,61710, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States
47, Private,192713, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
34, Private,293017, Some-college,10, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States
44, Local-gov,64632, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States
53, Private,448862, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, United-States
35, Self-emp-not-inc,127493, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,0,0,2, United-States
53, Private,229247, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,5013,0,45, United-States
33, Private,123031, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States
17, Private,318025, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States
24, Private,199698, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States
57, Private,43290, 10th,6, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States
37, Private,194820, HS-grad,9, Separated, Craft-repair, Unmarried, White, Female,0,0,42, United-States
29, Private,365328, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States
17, Local-gov,292285, 11th,7, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States
47, ?,215620, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,12, United-States
56, Private,243076, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States
37, Private,420040, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico
18, Private,120243, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,17, United-States
29, Private,129528, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
21, Private,572285, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,0,20, United-States
50, Federal-gov,237503, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
48, Private,95388, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States
22, Private,663291, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2105,0,40, United-States
27, Private,203697, Masters,14, Never-married, Tech-support, Own-child, White, Male,0,0,50, United-States
52, Private,173987, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
22, ?,285775, Bachelors,13, Never-married, ?, Own-child, White, Male,0,0,40, United-States
23, Private,134446, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,54, United-States
36, Private,99233, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States
30, Private,201697, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States
64, Private,278585, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States
50, Private,313297, 5th-6th,3, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico
20, Private,274545, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States
24, Private,278391, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,0,0,50, United-States
27, Private,82242, Bachelors,13, Never-married, Exec-managerial, Other-relative, White, Male,0,0,45, Germany
56, Private,28297, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
39, Private,112264, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
32, Private,153353, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
19, ?,138564, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,8, United-States
24, Private,237262, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States
28, Local-gov,98590, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
31, Private,229636, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2042,40, Mexico
46, Self-emp-not-inc,96260, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States
34, Private,228386, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,70, United-States
25, Private,116044, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States
33, Private,268996, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Male,0,0,25, United-States
28, Private,101853, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
26, Local-gov,33604, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States
30, Private,175323, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,52, United-States
43, Self-emp-not-inc,126320, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States
22, Private,257017, Assoc-voc,11, Never-married, Other-service, Other-relative, Black, Male,0,0,52, United-States
53, Local-gov,394765, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
33, Private,321787, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States
53, Private,286085, Some-college,10, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States
59, Private,42959, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,36, United-States
28, Private,437994, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,60, United-States
18, ?,160984, 11th,7, Never-married, ?, Own-child, White, Female,0,0,6, United-States
40, Private,320071, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,1408,48, United-States
61, Federal-gov,95680, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3103,0,40, United-States
29, Private,278637, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
23, Private,215443, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,70, United-States
18, Private,103339, 10th,6, Never-married, Sales, Own-child, White, Female,0,1719,16, United-States
55, Private,141807, HS-grad,9, Married-spouse-absent, Craft-repair, Other-relative, White, Male,0,0,40, Poland
32, Private,219553, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
20, Private,174436, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States
36, Private,238342, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
18, Private,154089, 11th,7, Never-married, Sales, Unmarried, White, Male,0,0,20, United-States
25, Private,276728, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Female,0,0,43, United-States
55, Self-emp-not-inc,141122, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
52, Self-emp-not-inc,149508, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States
45, Private,168191, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,37, United-States
42, Private,435356, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States
45, State-gov,185797, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,3325,0,60, United-States
42, Federal-gov,230438, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,40, United-States
53, Private,96062, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
39, Private,497788, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
38, Private,91039, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,5178,0,48, United-States
39, Federal-gov,263690, Masters,14, Married-civ-spouse, Other-service, Husband, Black, Male,3137,0,40, Trinadad&Tobago
28, Private,252013, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, Japan
46, Private,135339, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
44, Private,34218, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States
40, Private,153799, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,72, ?
37, Private,98644, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,16, ?
32, Private,329432, Masters,14, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
20, State-gov,117210, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States
58, Private,34169, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,3103,0,25, United-States
36, Private,175130, 11th,7, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States
17, ?,235661, 10th,6, Never-married, ?, Own-child, White, Female,0,0,30, United-States
25, Private,214468, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States
33, Private,171468, Some-college,10, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States
42, Private,191342, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan
58, Private,104476, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Female,0,1092,40, United-States
46, Local-gov,364548, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,42, United-States
46, Private,411595, 5th-6th,3, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico
20, ?,228649, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,30, United-States
36, Federal-gov,72338, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States
37, Private,459192, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,44, United-States
25, ?,30840, Some-college,10, Divorced, ?, Unmarried, White, Female,0,0,40, Germany
64, Private,200517, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,39, United-States
32, Private,41210, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
27, Private,116298, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
37, Local-gov,347491, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
22, Private,296158, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
45, Federal-gov,363418, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
23, Private,211345, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Nicaragua
22, Private,443336, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States
23, Private,94071, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
47, Federal-gov,231797, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,55, United-States
37, Private,410034, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
27, ?,294642, HS-grad,9, Separated, ?, Unmarried, Black, Female,0,0,40, United-States
71, Private,244688, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,6514,0,40, United-States
27, Private,76978, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States
45, Local-gov,272182, Some-college,10, Married-civ-spouse, Tech-support, Husband, Black, Male,5013,0,40, United-States
21, ?,231511, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States
56, Self-emp-not-inc,121362, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,40, United-States
22, Local-gov,192812, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States
31, Private,49469, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States
44, Private,152908, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States
43, Private,326701, 5th-6th,3, Separated, Craft-repair, Not-in-family, Other, Male,0,0,40, Mexico
24, Private,109414, Some-college,10, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,20, India
25, Local-gov,197822, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States
50, Private,224207, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
17, Private,67444, 11th,7, Never-married, Other-service, Other-relative, Black, Male,0,0,20, United-States
41, Self-emp-not-inc,366483, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,36, Mexico
43, Self-emp-not-inc,83411, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,2415,40, United-States
62, Private,115771, Assoc-voc,11, Widowed, Sales, Unmarried, White, Female,0,0,33, United-States
33, Private,172237, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,46, United-States
32, Private,227282, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
28, Private,113635, 12th,8, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
43, Private,171087, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States
32, Private,115066, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
39, Private,192664, Some-college,10, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
32, Private,146161, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
36, Self-emp-inc,173968, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
30, Local-gov,170772, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
23, Private,334105, Assoc-acdm,12, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States
23, Private,204141, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
38, Self-emp-not-inc,107410, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States
63, Self-emp-not-inc,104626, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,32, United-States
57, Private,257046, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
64, State-gov,184271, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
34, Private,127875, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States
49, Private,390746, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1672,45, Ireland
22, ?,210802, Some-college,10, Never-married, ?, Own-child, Black, Female,0,0,24, United-States
36, Private,49657, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
65, ?,193365, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States
36, Self-emp-inc,196554, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States
32, Private,78283, 12th,8, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States
45, Private,247379, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
77, Private,171193, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Female,0,1668,30, United-States
28, Private,126060, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,99999,0,36, United-States
31, Private,257148, Bachelors,13, Widowed, Prof-specialty, Own-child, White, Male,0,0,35, United-States
44, Private,96321, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
19, Private,233779, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
28, Private,128012, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, ?
46, Private,207733, 1st-4th,2, Widowed, Other-service, Unmarried, White, Female,0,0,40, Puerto-Rico
41, Private,43711, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States
35, Private,48915, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
42, Private,183765, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
44, Self-emp-not-inc,247024, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
25, Private,154210, 11th,7, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Male,0,0,35, India
35, ?,365739, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States
42, Private,252518, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, ?
30, Self-emp-not-inc,55176, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States
44, Private,245317, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
37, Private,119992, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2603,60, United-States
24, Private,88926, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States
69, Private,295425, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States
50, Self-emp-inc,193720, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1672,48, United-States
50, Private,99316, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States
28, Self-emp-not-inc,160731, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States
23, Private,329174, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
40, Private,210493, 11th,7, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
37, Self-emp-not-inc,98941, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States
43, Private,176452, 9th,5, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,50, ?
27, Private,247102, 10th,6, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
31, Private,219117, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,5455,0,60, United-States
21, Private,214542, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,22, United-States
50, Self-emp-not-inc,279129, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States
30, Private,94145, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States
34, Local-gov,198953, Some-college,10, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States
51, Private,177927, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
21, ?,121468, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States
29, Private,140927, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
54, Private,312631, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,50, United-States
31, Private,112115, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
39, Private,156261, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States
33, Self-emp-not-inc,37232, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,10520,0,80, United-States
34, Local-gov,126584, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
22, State-gov,160369, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States
19, Private,198668, 12th,8, Never-married, Craft-repair, Own-child, White, Male,0,0,47, United-States
47, Private,165484, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States
34, Private,255830, Assoc-acdm,12, Divorced, Craft-repair, Unmarried, Black, Female,7443,0,40, United-States
46, Private,20534, Masters,14, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States
25, Private,261419, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,50, United-States
30, Private,205916, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States
40, Self-emp-not-inc,182516, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
73, Private,366204, 7th-8th,4, Widowed, Priv-house-serv, Unmarried, Black, Female,1264,0,10, United-States
46, Self-emp-inc,188861, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,1564,50, United-States
39, Private,116546, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
55, Self-emp-inc,197749, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1573,44, United-States
39, Private,109351, Assoc-voc,11, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
37, Self-emp-inc,94869, Masters,14, Divorced, Prof-specialty, Not-in-family, Black, Male,4787,0,40, United-States
35, Private,238980, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States
19, Private,179991, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States
50, Private,180195, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States
39, Self-emp-not-inc,193026, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States
62, Private,291904, HS-grad,9, Divorced, Priv-house-serv, Not-in-family, Black, Female,0,0,20, United-States
38, Private,194809, Some-college,10, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States
46, Self-emp-inc,340651, Bachelors,13, Married-civ-spouse, Other-service, Husband, Black, Male,0,1977,60, United-States
40, Private,202168, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,55, United-States
29, Private,194402, Masters,14, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,42, ?
27, ?,60726, Bachelors,13, Never-married, ?, Not-in-family, Black, Male,0,0,45, United-States
23, Local-gov,199555, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,1590,40, United-States
21, Private,97214, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States
21, Private,93977, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
21, Private,300445, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States
37, Federal-gov,38948, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
39, Private,176050, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,47, United-States
63, ?,107085, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,7, United-States
63, Private,192042, HS-grad,9, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, United-States
26, Private,132749, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
60, Private,334984, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,2231,40, United-States
28, Self-emp-inc,215423, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States
43, State-gov,157999, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States
56, Private,204745, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,3325,0,45, United-States
51, Private,145409, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, ?
60, Private,186000, 10th,6, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States
17, Private,260978, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,14, Philippines
43, Private,147099, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States
